"order_date","order_id","item_id","product_name","category","product_price","cogs","quantity","total_price","locations"
"2023-10-21","ORD-SB-002480","SB-FRZ00123","Dada Ayam Boneless Tanpa Tulang & Kulit 1 kg","Frozen Meat","56100","43100",1,"56100","Jawa Timur"
"2023-10-21","ORD-SB-002481","SB-FRZ00136","Glico Wings Ice Cream Frost Bite Coconut Shake 60mL","Ice Cream","5200","4000",2,"10400","Jawa Tengah"
"2023-10-21","ORD-SB-002481","SB-FRZ00137","Wall's Cornetto Ice Cream PopCornetto 133mL","Ice Cream","16300","12500",1,"16300","Jawa Tengah"
"2023-10-21","ORD-SB-002482","SB-FRZ00138","Glico Wings Ice Cream Haku Tokyo Cheese Delight 110mL","Ice Cream","8800","6700",2,"17600","Jawa Barat"
"2023-10-21","ORD-SB-002482","SB-FRZ00139","Ice Cream Bulk Neapolitan 8L","Ice Cream","243800","195000",1,"243800","Jawa Barat"
"2023-10-21","ORD-SB-002483","SB-FRZ00151","Chicken Nugget 250 gram","Frozen Food","31800","24400",1,"31800","Jawa Timur"
"2023-10-21","ORD-SB-002483","SB-FRZ00152","Fish Nugget 300 gram","Frozen Food","46600","35800",2,"93200","Jawa Timur"
"2023-10-21","ORD-SB-002484","SB-FRZ00153","Crinkle Cut French Fries | Kentang Goreng Frozen (450 gr) ","Frozen Food","26800","20600",2,"53600","Jakarta"
"2023-10-21","ORD-SB-002484","SB-FRZ00158","Tahu Baso Besar Semarang 12pcs","Frozen Food","53800","43000",1,"53800","Jakarta"
"2023-10-22","ORD-SB-002485","SB-FRZ00164","Donat Kentang Susu Frozen Food 10pcs","Frozen Food","28900","23100",1,"28900","Bali"
"2023-10-22","ORD-SB-002485","SB-LIV00166","Tissue TOWEL Multifold ECONO RED 150s","Household Supplies","8800","6700",1,"8800","Bali"
"2023-10-22","ORD-SB-002486","SB-LIV00167","Mama Lemon Sabun Cuci Piring Jeruk Nipis 430 ml","Household Supplies","9800","7500",1,"9800","Jawa Tengah"
"2023-10-22","ORD-SB-002486","SB-LIV00168","Rinso Molto Deterjen Bubuk Rose Fresh 770G","Household Supplies","31900","24500",2,"63800","Jawa Tengah"
"2023-10-22","ORD-SB-002487","SB-LIV00177","Green Tea 2x 550ml Air Disinfectant Spray ","Household Supplies","83400","66700",1,"83400","Jawa Barat"
"2023-10-22","ORD-SB-002487","SB-LIV00179","Daia Hijab Deterjen Bubuk Clean & Fresh 2.7 kg","Household Supplies","54400","43500",1,"54400","Jawa Barat"
"2023-10-22","ORD-SB-002488","SB-LIV00181","PEPSODENT WHITE TOOTHPASTE PASTA GIGI PENCEGAH GIGI BERLUBANG 225G","Personal Care","18600","14300",2,"37200","Jawa Timur"
"2023-10-22","ORD-SB-002488","SB-LIV00182","Pepsodent Sikat Gigi Gentle Care Soft - 1Pc","Personal Care","11700","9000",1,"11700","Jawa Timur"
"2023-10-22","ORD-SB-002489","SB-LIV00183","Lifebuoy Sabun Mandi Cair Body Wash Cool Fresh Antibakteri 400Ml","Personal Care","25100","19260",1,"25100","Jakarta"
"2023-10-22","ORD-SB-002489","SB-LIV00188","Peeling Gel + 7x Ceramide Moisturizer","Personal Care","155000","124000",1,"155000","Jakarta"
"2023-10-22","ORD-SB-002490","SB-LIV00197","Pembersih Granit Multifungsi Fason Gratine 400ml","Household Supplies","40700","32500",1,"40700","Bali"
"2023-10-22","ORD-SB-002490","SB-LIV00202","WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Hitam","Gadgets","211300","169000",1,"211300","Bali"
"2023-10-22","ORD-SB-002491","SB-LIV00204","KEPALA CHARGER QUICK CHARGING TYPEC DUAL USB 30W FAST CHARGE","Gadgets","198800","159000",1,"198800","Jawa Barat"
"2023-10-22","ORD-SB-002491","SB-LIV00206","Baterai  AAA A3","Gadgets","22100","17000",2,"44200","Jawa Barat"
"2023-10-22","ORD-SB-002492","SB-LIV00207","Baterai  AA A2","Gadgets","24400","18700",2,"48800","Jawa Timur"
"2023-10-22","ORD-SB-002492","SB-LIV00208","Steker T-Arde 3 Arah","Gadgets","42500","34000",1,"42500","Jawa Timur"
"2023-10-22","ORD-SB-002493","SB-LIV00210","Lampu Bulb 05 Watt Light E14","Gadgets","42500","34000",1,"42500","Jakarta"
"2023-10-22","ORD-SB-002493","SB-LIV00211","Tolak Angin Cair - Dus isi 5 Sachet","Health Products","26700","20500",1,"26700","Jakarta"
"2023-10-22","ORD-SB-002494","SB-LIV00212","cap lang minyak kayu putih 60 ml","Health Products","22100","17000",1,"22100","Bali"
"2023-10-22","ORD-SB-002494","SB-LIV00219","BLACKMORES PREGNANCY AND BREASTFEEDING GOLD BPOM KALBE - 60 kapsul","Health Products","256300","205000",1,"256300","Bali"
"2023-10-22","ORD-SB-002495","SB-GRO001","Pringles Cheesy Cheese Keripik 102gr","Snacks & Drinks","26000","20000",2,"52000","Jawa Barat"
"2023-10-22","ORD-SB-002495","SB-GRO002","Qtela Kerupuk Keriting Original 180 gram","Snacks & Drinks","10300","7890",1,"10300","Jawa Barat"
"2023-10-22","ORD-SB-002496","SB-GRO003","Cereal SIMBA Choco Chips Bag 1 kg","Snacks & Drinks","46500","35764",1,"46500","Jawa Timur"
"2023-10-22","ORD-SB-002496","SB-GRO0012","AQUA Air Mineral 600ml x 12 botol","Snacks & Drinks","53800","43000",1,"53800","Jawa Timur"
"2023-10-22","ORD-SB-002497","SB-GRO0016","ABC Saus Sambal Extra Pedas 380 g","Condiments","16100","12314",2,"32200","Jakarta"
"2023-10-22","ORD-SB-002497","SB-GRO0017","ABC Saus Sambal Extra Pedas 275 ml","Condiments","14900","11412",1,"14900","Jakarta"
"2023-10-22","ORD-SB-002498","SB-GRO0018","Bango Kecap Manis 135Ml","Condiments","13600","10412",1,"13600","Bali"
"2023-10-22","ORD-SB-002498","SB-GRO0019","ABC Saus Sambal Asli Jerigen 5.5 kg","Condiments","94000","75131",1,"94000","Bali"
"2023-10-22","ORD-SB-002499","SB-GRO0031","Indomie Goreng Original Mie Instan 85 gram","Dry Food","3100","2345",1,"3100","Jawa Barat"
"2023-10-22","ORD-SB-002499","SB-GRO0032","Indomie Rebus Soto Mie Instan 70 gram","Dry Food","3000","2243",1,"3000","Jawa Barat"
"2023-10-22","ORD-SB-002500","SB-GRO0033","Indomie Rebus Kari Ayam Mie Instan 72 gram","Dry Food","3000","2243",2,"6000","Jawa Timur"
"2023-10-22","ORD-SB-002500","SB-GRO0035","1 ctn - Indomie Kaldu Ayam 75 gr","Dry Food","135900","108712",1,"135900","Jawa Timur"
"2023-10-23","ORD-SB-002501","SB-GRO0046","Sumo Merah Beras Putih 5 kg","Sembako","74600","57312",2,"149200","Jakarta"
"2023-10-23","ORD-SB-002501","SB-GRO0047","Gulaku Tebu Gula Pasir 1 kg","Sembako","14600","11200",2,"29200","Jakarta"
"2023-10-23","ORD-SB-002502","SB-GRO0048","Sania Sawit Minyak Goreng Pouch 2 liter","Sembako","41800","32100",1,"41800","Jawa Barat"
"2023-10-23","ORD-SB-002502","SB-FRS0061","Buah Naga Merah 1 kg","Fruits ","31900","24500",1,"31900","Jawa Barat"
"2023-10-23","ORD-SB-002503","SB-FRS0062","Apel Fuji 1 Kg","Fruits ","40800","31341",2,"81600","Jawa Timur"
"2023-10-23","ORD-SB-002503","SB-FRS0063","Alpukat Mentega /kg","Fruits ","41200","31651",1,"41200","Jawa Timur"
"2023-10-23","ORD-SB-002504","SB-FRS0076","Bawang Putih 250 gram","Vegetables","13400","10300",2,"26800","Jakarta"
"2023-10-23","ORD-SB-002504","SB-FRS0077","Tempe Besar Value - 1 pcs","Vegetables","8800","6700",1,"8800","Jakarta"
"2023-10-23","ORD-SB-002505","SB-FRS0078","Bayam Hijau Conventional 250 gram","Vegetables","4900","3700",2,"9800","Jakarta"
"2023-10-23","ORD-SB-002505","SB-FRS0091","Telur Ayam Negeri 10 pcs","Eggs & Dairy Products","23000","17651",1,"23000","Jakarta"
"2023-10-23","ORD-SB-002506","SB-FRS0092","Ultra Milk Full Cream Susu UHT 1 liter","Eggs & Dairy Products","18900","14517",1,"18900","Jawa Barat"
"2023-10-23","ORD-SB-002506","SB-FRS0093","Telur Ayam Negeri Omega 3 15 pcs","Eggs & Dairy Products","35900","27612",2,"71800","Jawa Barat"
"2023-10-23","ORD-SB-002507","SB-FRS00100","Anchor Salted Butter 2kg - Mentega Asin New Zealand","Eggs & Dairy Products","433500","346771",1,"433500","Jawa Timur"
"2023-10-23","ORD-SB-002507","SB-FRS00105","TELUR AYAM NEGRI 30 BUTIR/PACK","Eggs & Dairy Products","71300","56981",1,"71300","Jawa Timur"
"2023-10-23","ORD-SB-002508","SB-FRS00106","Sari Roti Tawar Spesial 370 gram","Bread and Bakery","16100","12350",2,"32200","Jakarta"
"2023-10-23","ORD-SB-002508","SB-FRS00107","Sari Roti Tawar Gandum 350 gram","Bread and Bakery","22900","17600",2,"45800","Jakarta"
"2023-10-23","ORD-SB-002509","SB-FRZ00121","Slice Beef US Shortplate Sukiyaki/Yoshinoya 500 gr","Frozen Meat","79100","60780",1,"79100","Jakarta"
"2023-10-23","ORD-SB-002509","SB-FRZ00122","Dory Fish Fillet Premium 1 kg","Frozen Meat","50400","38700",2,"100800","Jakarta"
"2023-10-23","ORD-SB-002510","SB-FRZ00123","Dada Ayam Boneless Tanpa Tulang & Kulit 1 kg","Frozen Meat","56100","43100",1,"56100","Jakarta"
"2023-10-23","ORD-SB-002510","SB-FRZ00136","Glico Wings Ice Cream Frost Bite Coconut Shake 60mL","Ice Cream","5200","4000",2,"10400","Jakarta"
"2023-10-23","ORD-SB-002511","SB-FRZ00137","Wall's Cornetto Ice Cream PopCornetto 133mL","Ice Cream","16300","12500",1,"16300","Jakarta"
"2023-10-23","ORD-SB-002511","SB-FRZ00138","Glico Wings Ice Cream Haku Tokyo Cheese Delight 110mL","Ice Cream","8800","6700",2,"17600","Jakarta"
"2023-10-23","ORD-SB-002512","SB-FRZ00139","Ice Cream Bulk Neapolitan 8L","Ice Cream","243800","195000",1,"243800","Jawa Barat"
"2023-10-23","ORD-SB-002512","SB-FRZ00151","Chicken Nugget 250 gram","Frozen Food","31800","24400",2,"63600","Jawa Barat"
"2023-10-23","ORD-SB-002513","SB-FRZ00152","Fish Nugget 300 gram","Frozen Food","46600","35800",1,"46600","Jakarta"
"2023-10-23","ORD-SB-002513","SB-FRZ00153","Crinkle Cut French Fries | Kentang Goreng Frozen (450 gr) ","Frozen Food","26800","20600",2,"53600","Jakarta"
"2023-10-23","ORD-SB-002514","SB-FRZ00158","Tahu Baso Besar Semarang 12pcs","Frozen Food","53800","43000",1,"53800","Jakarta"
"2023-10-23","ORD-SB-002514","SB-FRZ00164","Donat Kentang Susu Frozen Food 10pcs","Frozen Food","28900","23100",1,"28900","Jakarta"
"2023-10-23","ORD-SB-002515","SB-LIV00166","Tissue TOWEL Multifold ECONO RED 150s","Household Supplies","8800","6700",2,"17600","Jakarta"
"2023-10-23","ORD-SB-002515","SB-LIV00167","Mama Lemon Sabun Cuci Piring Jeruk Nipis 430 ml","Household Supplies","9800","7500",1,"9800","Jakarta"
"2023-10-23","ORD-SB-002516","SB-LIV00168","Rinso Molto Deterjen Bubuk Rose Fresh 770G","Household Supplies","31900","24500",1,"31900","Jakarta"
"2023-10-23","ORD-SB-002516","SB-LIV00177","Green Tea 2x 550ml Air Disinfectant Spray ","Household Supplies","83400","66700",1,"83400","Jakarta"
"2023-10-24","ORD-SB-002517","SB-LIV00179","Daia Hijab Deterjen Bubuk Clean & Fresh 2.7 kg","Household Supplies","54400","43500",1,"54400","Jakarta"
"2023-10-24","ORD-SB-002517","SB-LIV00181","PEPSODENT WHITE TOOTHPASTE PASTA GIGI PENCEGAH GIGI BERLUBANG 225G","Personal Care","18600","14300",2,"37200","Jakarta"
"2023-10-24","ORD-SB-002518","SB-LIV00182","Pepsodent Sikat Gigi Gentle Care Soft - 1Pc","Personal Care","11700","9000",2,"23400","Jakarta"
"2023-10-24","ORD-SB-002518","SB-LIV00183","Lifebuoy Sabun Mandi Cair Body Wash Cool Fresh Antibakteri 400Ml","Personal Care","25100","19260",2,"50200","Jakarta"
"2023-10-24","ORD-SB-002519","SB-LIV00188","Peeling Gel + 7x Ceramide Moisturizer","Personal Care","155000","124000",1,"155000","Jakarta"
"2023-10-24","ORD-SB-002519","SB-LIV00197","Pembersih Granit Multifungsi Fason Gratine 400ml","Household Supplies","40700","32500",1,"40700","Jakarta"
"2023-10-24","ORD-SB-002520","SB-LIV00202","WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Hitam","Gadgets","211300","169000",1,"211300","Jakarta"
"2023-10-24","ORD-SB-002520","SB-LIV00204","KEPALA CHARGER QUICK CHARGING TYPEC DUAL USB 30W FAST CHARGE","Gadgets","198800","159000",1,"198800","Jakarta"
"2023-10-24","ORD-SB-002521","SB-LIV00206","Baterai  AAA A3","Gadgets","22100","17000",2,"44200","Jakarta"
"2023-10-24","ORD-SB-002521","SB-LIV00207","Baterai  AA A2","Gadgets","24400","18700",1,"24400","Jakarta"
"2023-10-24","ORD-SB-002522","SB-LIV00208","Steker T-Arde 3 Arah","Gadgets","42500","34000",1,"42500","Jakarta"
"2023-10-24","ORD-SB-002522","SB-LIV00210","Lampu Bulb 05 Watt Light E14","Gadgets","42500","34000",1,"42500","Jakarta"
"2023-10-24","ORD-SB-002523","SB-LIV00211","Tolak Angin Cair - Dus isi 5 Sachet","Health Products","26700","20500",2,"53400","Jakarta"
"2023-10-24","ORD-SB-002523","SB-LIV00212","cap lang minyak kayu putih 60 ml","Health Products","22100","17000",1,"22100","Jakarta"
"2023-10-24","ORD-SB-002524","SB-LIV00219","BLACKMORES PREGNANCY AND BREASTFEEDING GOLD BPOM KALBE - 60 kapsul","Health Products","256300","205000",1,"256300","Jakarta"
"2023-10-24","ORD-SB-002524","SB-GRO001","Pringles Cheesy Cheese Keripik 102gr","Snacks & Drinks","26000","20000",2,"52000","Jakarta"
"2023-10-24","ORD-SB-002525","SB-GRO008","Tebs Tea With Soda Sparkling Mix Fruit Botol 500 ml","Snacks & Drinks","7600","6577",1,"7600","Jakarta"
"2023-10-24","ORD-SB-002525","SB-FRZ00121","Slice Beef US Shortplate Sukiyaki/Yoshinoya 500 gr","Frozen Meat","79100","60780",2,"158200","Jakarta"
"2023-10-24","ORD-SB-002526","SB-FRS0064","Jeruk Lemon Import 1 kg","Fruits ","31600","27451",1,"31600","Jakarta"
"2023-10-24","ORD-SB-002526","SB-FRS0096","Metzger Classic Herb & Garlic Butter Cup (20 gr)","Eggs & Dairy Products","9000","7811",1,"9000","Jakarta"
"2023-10-24","ORD-SB-002527","SB-GRO0011","Aqua Air Mineral Botol 1.5 liter","Snacks & Drinks","5200","4500",2,"10400","Jakarta"
"2023-10-24","ORD-SB-002527","SB-GRO0052","BERAS RAJA ULTIMA 5KG","Sembako","66200","57541",2,"132400","Jakarta"
"2023-10-24","ORD-SB-002528","SB-GRO0054","Tropicana Slim Classic Refill 500gr - Pengganti Gula","Sembako","128500","91765",1,"128500","Jakarta"
"2023-10-24","ORD-SB-002528","SB-LIV00166","Tissue TOWEL Multifold ECONO RED 150s","Household Supplies","8800","6700",2,"17600","Jakarta"
"2023-10-24","ORD-SB-002529","SB-GRO0045","Sasa Tepung Bumbu Serbaguna Original Fortified 210 gram","Condiments","7800","6700",1,"7800","Jakarta"
"2023-10-24","ORD-SB-002529","SB-FRS00109","MyRoti Roti Isi Cokelat 58 gram","Bread and Bakery","5200","4500",2,"10400","Jakarta"
"2023-10-24","ORD-SB-002530","SB-GRO0013","Nestle MILO Coklat Nuggets 25g","Snacks & Drinks","118600","103123",1,"118600","Jakarta"
"2023-10-24","ORD-SB-002530","SB-GRO0051","Topi Koki Sentra Ramos Beras Putih 5 kg","Sembako","70700","61432",2,"141400","Jakarta"
"2023-10-24","ORD-SB-002531","SB-GRO0057","Himalayan Salt 1 Kg","Condiments","45100","32176",1,"45100","Jawa Tengah"
"2023-10-24","ORD-SB-002531","SB-LIV00167","Mama Lemon Sabun Cuci Piring Jeruk Nipis 430 ml","Household Supplies","9800","7500",2,"19600","Jawa Tengah"
"2023-10-24","ORD-SB-002532","SB-FRS0098","Anchor Pure New Zealand Butter Minidish (Salted ) - 10 x 7gr","Eggs & Dairy Products","34200","29667",1,"34200","Jawa Barat"
"2023-10-24","ORD-SB-002532","SB-FRS00110","5 Days Croissant Creamy Cheese ","Bread and Bakery","6900","6000",1,"6900","Jawa Barat"
"2023-10-25","ORD-SB-002533","SB-GRO002","Qtela Kerupuk Keriting Original 180 gram","Snacks & Drinks","10300","7890",1,"10300","Jawa Timur"
"2023-10-25","ORD-SB-002533","SB-GRO007","Coca-Cola Original - Botol 1.5lt","Snacks & Drinks","10900","9401",1,"10900","Jawa Timur"
"2023-10-25","ORD-SB-002534","SB-GRO0012","AQUA Air Mineral 600ml x 12 botol","Snacks & Drinks","53800","43000",1,"53800","Jakarta"
"2023-10-25","ORD-SB-002534","SB-FRZ00122","Dory Fish Fillet Premium 1 kg","Frozen Meat","50400","38700",2,"100800","Jakarta"
"2023-10-25","ORD-SB-002535","SB-FRZ00145","Ice Cream Magnum Mini Mix 6X45mL","Ice Cream","55000","47800",1,"55000","Bali"
"2023-10-25","ORD-SB-002535","SB-FRS0097","Anchor Pure New Zealand Butter Minidish Unsalted 10 pcs x 7 gram","Eggs & Dairy Products","34200","29667",1,"34200","Bali"
"2023-10-25","ORD-SB-002536","SB-GRO003","Cereal SIMBA Choco Chips Bag 1 kg","Snacks & Drinks","46500","35764",2,"93000","Jawa Barat"
"2023-10-25","ORD-SB-002536","SB-GRO0060","Wafer Coklat Superstar Triple Chocolate Box 12 Pcs @ 216 Gr","Snacks & Drinks","13600","11751",1,"13600","Jawa Barat"
"2023-10-25","ORD-SB-002537","SB-FRZ00123","Dada Ayam Boneless Tanpa Tulang & Kulit 1 kg","Frozen Meat","56100","43100",2,"112200","Jakarta"
"2023-10-25","ORD-SB-002537","SB-GRO0050","SANIA BERAS 5KG","Sembako","65300","56700",1,"65300","Jakarta"
"2023-10-25","ORD-SB-002538","SB-FRS0098","Anchor Pure New Zealand Butter Minidish (Salted ) - 10 x 7gr","Eggs & Dairy Products","34200","29667",1,"34200","Jawa Tengah"
"2023-10-25","ORD-SB-002538","SB-GRO004","Pocky Biskuit Stik Almond 36 gram","Snacks & Drinks","7700","6678",2,"15400","Jawa Tengah"
"2023-10-25","ORD-SB-002539","SB-GRO006","Monde Genji Strawberry Soft Pie 85gr","Snacks & Drinks","8700","7512",1,"8700","Jawa Timur"
"2023-10-25","ORD-SB-002539","SB-GRO0024","MUNIK Bumbu Tom Yam Bumbu Masak Instan [130 gr]","Condiments","66700","47610",1,"66700","Jawa Timur"
"2023-10-25","ORD-SB-002540","SB-FRZ00136","Glico Wings Ice Cream Frost Bite Coconut Shake 60mL","Ice Cream","5200","4000",1,"5200","Jawa Timur"
"2023-10-25","ORD-SB-002540","SB-GRO0034","Indomie Japanese Miso Ramen","Dry Food","6300","5412",2,"12600","Jawa Timur"
"2023-10-25","ORD-SB-002541","SB-GRO005","Monde Serena Snack Gold 50gr","Snacks & Drinks","4000","3475",2,"8000","Jawa Barat"
"2023-10-25","ORD-SB-002541","SB-GRO0059","Francis Organic Kacang Almond Panggang 31 gram","Snacks & Drinks","14200","12300",2,"28400","Jawa Barat"
"2023-10-25","ORD-SB-002542","SB-GRO0027","LEE KUM KEE Soy Sauce Dark Premium Kecap Hitam 500 ml","Condiments","60400","43124",1,"60400","Bali"
"2023-10-25","ORD-SB-002542","SB-FRZ00137","Wall's Cornetto Ice Cream PopCornetto 133mL","Ice Cream","16300","12500",1,"16300","Bali"
"2023-10-25","ORD-SB-002543","SB-FRS0093","Telur Ayam Negeri Omega 3 15 pcs","Eggs & Dairy Products","35900","27612",1,"35900","Jawa Barat"
"2023-10-25","ORD-SB-002543","SB-FRS00101","Emina Keju Mozzarella 160 gram","Eggs & Dairy Products","26200","22761",2,"52400","Jawa Barat"
"2023-10-25","ORD-SB-002544","SB-GRO006","Monde Genji Strawberry Soft Pie 85gr","Snacks & Drinks","8700","7512",2,"17400","Bali"
"2023-10-25","ORD-SB-002544","SB-GRO0058","Ladaku Merica Lada Bubuk isi 6 pcs Pepper","Condiments","7500","6512",1,"7500","Bali"
"2023-10-25","ORD-SB-002545","SB-GRO0035","1 ctn - Indomie Kaldu Ayam 75 gr","Dry Food","135900","108712",1,"135900","Jawa Timur"
"2023-10-25","ORD-SB-002545","SB-FRZ00138","Glico Wings Ice Cream Haku Tokyo Cheese Delight 110mL","Ice Cream","8800","6700",2,"17600","Jawa Timur"
"2023-10-25","ORD-SB-002546","SB-GRO008","Tebs Tea With Soda Sparkling Mix Fruit Botol 500 ml","Snacks & Drinks","7600","6577",2,"15200","Jawa Tengah"
"2023-10-25","ORD-SB-002546","SB-FRS00102","Puck Keju Stik Processed Cheese Stick 6 pcs x 18 gram","Eggs & Dairy Products","65300","56771",2,"130600","Jawa Tengah"
"2023-10-25","ORD-SB-002547","SB-GRO007","Coca-Cola Original - Botol 1.5lt","Snacks & Drinks","10900","9401",2,"21800","Jawa Barat"
"2023-10-25","ORD-SB-002547","SB-GRO0056","Dolpin Iodium Garam Dapur 250 gram","Condiments","4300","3712",2,"8600","Jawa Barat"
"2023-10-25","ORD-SB-002548","SB-GRO0036","Nongshim Chapagetti 140 Gr","Dry Food","28500","20300",1,"28500","Jawa Barat"
"2023-10-25","ORD-SB-002548","SB-FRZ00151","Chicken Nugget 250 gram","Frozen Food","31800","24400",2,"63600","Jawa Barat"
"2023-10-25","ORD-SB-002549","SB-GRO0031","Indomie Goreng Original Mie Instan 85 gram","Dry Food","3100","2345",1,"3100","Jakarta"
"2023-10-25","ORD-SB-002549","SB-FRS00103","Telur Bebek Mentah 4 pcs","Eggs & Dairy Products","18100","15661",2,"36200","Jakarta"
"2023-10-25","ORD-SB-002550","SB-GRO008","Tebs Tea With Soda Sparkling Mix Fruit Botol 500 ml","Snacks & Drinks","7600","6577",1,"7600","Bali"
"2023-10-25","ORD-SB-002550","SB-GRO0055","TROPICAL MINYAK GORENG BOTOL 2 L","Sembako","32100","27861",1,"32100","Bali"
"2023-10-25","ORD-SB-002551","SB-GRO0037","San Remo Pasta Panne Original Gluten Free 350 gram","Dry Food","56500","40300",1,"56500","Bali"
"2023-10-25","ORD-SB-002551","SB-FRZ00152","Fish Nugget 300 gram","Frozen Food","46600","35800",2,"93200","Bali"
"2023-10-26","ORD-SB-002552","SB-GRO0051","Topi Koki Sentra Ramos Beras Putih 5 kg","Sembako","70700","61432",2,"141400","Bali"
"2023-10-26","ORD-SB-002552","SB-FRS00104","Telur Ayam Kampung Selenium isi 10 butir","Eggs & Dairy Products","38500","33451",2,"77000","Bali"
"2023-10-26","ORD-SB-002553","SB-GRO0010","Root Beer Can 330 ml","Snacks & Drinks","8800","7651",2,"17600","Jawa Tengah"
"2023-10-26","ORD-SB-002553","SB-GRO0053","Rose Brand Tebu Gula Pasir 1 kg","Sembako","14200","12300",1,"14200","Jawa Tengah"
"2023-10-26","ORD-SB-002554","SB-GRO0049","Minyak Goreng Kelapa Barco 2 L","Sembako","85700","61200",1,"85700","Jakarta"
"2023-10-26","ORD-SB-002554","SB-FRZ00153","Crinkle Cut French Fries | Kentang Goreng Frozen (450 gr) ","Frozen Food","26800","20600",1,"26800","Jakarta"
"2023-10-26","ORD-SB-002555","SB-FRS0086","Wortel Brastagi 1 kg","Vegetables","20400","17699",2,"40800","Bali"
"2023-10-26","ORD-SB-002555","SB-FRS00108","Sari Roti Roti Tawar Pandan 370 gram","Bread and Bakery","16800","14550",1,"16800","Bali"
"2023-10-26","ORD-SB-002556","SB-GRO0014","Delfi Chacha Peanut Chocolate 40 gram","Snacks & Drinks","8700","7541",1,"8700","Jawa Tengah"
"2023-10-26","ORD-SB-002556","SB-GRO0050","SANIA BERAS 5KG","Sembako","65300","56700",1,"65300","Jawa Tengah"
"2023-10-26","ORD-SB-002557","SB-LIV00168","Rinso Molto Deterjen Bubuk Rose Fresh 770G","Household Supplies","31900","24500",1,"31900","Bali"
"2023-10-26","ORD-SB-002557","SB-FRS00101","Emina Keju Mozzarella 160 gram","Eggs & Dairy Products","26200","22761",1,"26200","Bali"
"2023-10-26","ORD-SB-002558","SB-FRS00111","5 Days Croissant Creamy Chocolate ","Bread and Bakery","6900","6000",1,"6900","Jawa Barat"
"2023-10-26","ORD-SB-002558","SB-GRO0015","Delfi Cokelat Hot Cocoa 3in1 isi 5 pcs x 25 gram","Snacks & Drinks","18200","15741",2,"36400","Jawa Barat"
"2023-10-26","ORD-SB-002559","SB-GRO005","Monde Serena Snack Gold 50gr","Snacks & Drinks","4000","3475",2,"8000","Jakarta"
"2023-10-26","ORD-SB-002559","SB-FRS0072","Melon Sakata Organik 1pcs ","Fruits ","61300","43716",1,"61300","Jakarta"
"2023-10-26","ORD-SB-002560","SB-LIV00181","PEPSODENT WHITE TOOTHPASTE PASTA GIGI PENCEGAH GIGI BERLUBANG 225G","Personal Care","18600","14300",1,"18600","Jawa Timur"
"2023-10-26","ORD-SB-002560","SB-FRS0079","Baby Caisim Hidroponik 200 gram","Vegetables","29300","25411",1,"29300","Jawa Timur"
"2023-10-26","ORD-SB-002561","SB-FRS00112","5 Days Croissant Mix Berries ","Bread and Bakery","6900","6000",1,"6900","Jakarta"
"2023-10-26","ORD-SB-002561","SB-GRO0016","ABC Saus Sambal Extra Pedas 380 g","Condiments","16100","12314",1,"16100","Jakarta"
"2023-10-26","ORD-SB-002562","SB-GRO0048","Sania Sawit Minyak Goreng Pouch 2 liter","Sembako","41800","32100",1,"41800","Jawa Tengah"
"2023-10-26","ORD-SB-002562","SB-FRS0079","Baby Caisim Hidroponik 200 gram","Vegetables","29300","25411",1,"29300","Jawa Tengah"
"2023-10-26","ORD-SB-002563","SB-LIV00182","Pepsodent Sikat Gigi Gentle Care Soft - 1Pc","Personal Care","11700","9000",1,"11700","Bali"
"2023-10-26","ORD-SB-002563","SB-LIV00190","Head & Shoulders Cool Menthol Shampoo 160 ml","Personal Care","37100","32200",1,"37100","Bali"
"2023-10-26","ORD-SB-002564","SB-FRS00113","Sari Roti Dorayaki Cokelat 55 gram","Bread and Bakery","6400","5500",1,"6400","Jawa Barat"
"2023-10-26","ORD-SB-002564","SB-GRO0017","ABC Saus Sambal Extra Pedas 275 ml","Condiments","14900","11412",1,"14900","Jawa Barat"
"2023-10-26","ORD-SB-002565","SB-GRO0047","Gulaku Tebu Gula Pasir 1 kg","Sembako","14600","11200",1,"14600","Jawa Tengah"
"2023-10-26","ORD-SB-002565","SB-FRS0081","Sayur Romaine Lettuce Organik 250 Gram","Vegetables","14500","12541",1,"14500","Jawa Tengah"
"2023-10-26","ORD-SB-002566","SB-LIV00183","Lifebuoy Sabun Mandi Cair Body Wash Cool Fresh Antibakteri 400Ml","Personal Care","25100","19260",1,"25100","Jakarta"
"2023-10-26","ORD-SB-002566","SB-FRS0097","Anchor Pure New Zealand Butter Minidish Unsalted 10 pcs x 7 gram","Eggs & Dairy Products","34200","29667",2,"68400","Jakarta"
"2023-10-26","ORD-SB-002567","SB-FRS00114","MyRoti Roti Pie Cheese 80 gram","Bread and Bakery","7800","6700",1,"7800","Bali"
"2023-10-26","ORD-SB-002567","SB-GRO0018","Bango Kecap Manis 135Ml","Condiments","13600","10412",2,"27200","Bali"
"2023-10-26","ORD-SB-002568","SB-GRO0046","Sumo Merah Beras Putih 5 kg","Sembako","74600","57312",1,"74600","Bali"
"2023-10-26","ORD-SB-002568","SB-FRS0085","Tomat Cherry Organik /250 g","Vegetables","27900","19871",1,"27900","Bali"
